entity_id,entity_name,entity_type,alias,alias_type,source
EVT_UNKNOWN_DISEASE,群体性不明原因疾病,Event,不明原因群体性疾病,official_variant,国家交通应急预案+人工整理
EVT_UNKNOWN_DISEASE,群体性不明原因疾病,Event,群体性未知疾病,text_expression,国家交通应急预案+人工整理
EVT_VEHICLE_BACKLOG,车辆积压,Event,交通拥堵,scene_expression,案例抽取自动补充:019_城市校园周边接送学生车辆违停引发剐蹭拥堵事故_f673cea7
EVT_VEHICLE_BACKLOG,车辆积压,Event,农用车侧翻,scene_expression,案例抽取自动补充:015_案例15_乡村机耕路农用车侧翻压伤路人事故_6175a9e6
EVT_VEHICLE_BACKLOG,车辆积压,Event,危化品运输车辆起火爆燃事故,scene_expression,案例抽取自动补充:005_高速公路危化品车起火爆燃事故_13d4651b
EVT_VEHICLE_BACKLOG,车辆积压,Event,多车剐蹭,scene_expression,案例抽取自动补充:032_草原天路自驾车队多车连环剐蹭事故_885c40fa
EVT_VEHICLE_BACKLOG,车辆积压,Event,多车追尾,scene_expression,案例抽取自动补充:025_城市快速路多车追尾事故_91cf4a2e
EVT_VEHICLE_BACKLOG,车辆积压,Event,多车追尾引发火灾,scene_expression,案例抽取自动补充:022_高速多车追尾引发大火事故_161260cb
EVT_VEHICLE_BACKLOG,车辆积压,Event,大量车辆积压,text_expression,国家交通应急预案+人工整理
EVT_VEHICLE_BACKLOG,车辆积压,Event,机动车与非机动车交通事故,scene_expression,案例抽取自动补充:029_案例29_城郊结合部网约车分心驾驶撞飞电动车事故_648d5644
EVT_VEHICLE_BACKLOG,车辆积压,Event,沙漠失联被困,scene_expression,案例抽取自动补充:019_沙漠越野穿越车队失联被困事故_bb9acf58
EVT_VEHICLE_BACKLOG,车辆积压,Event,烟花爆竹车辆侧翻燃爆,scene_expression,案例抽取自动补充:017_烟花爆竹运输车省道侧翻燃爆事故_ddec56f9
EVT_VEHICLE_BACKLOG,车辆积压,Event,电动自行车碰撞,scene_expression,案例抽取自动补充:019_案例19_城市地下通道电动车逆行碰撞事故_12e40307
EVT_VEHICLE_BACKLOG,车辆积压,Event,电动自行车碰撞行人,scene_expression,案例抽取自动补充:023_城市路口电动车逆行碰撞行人事故_202885c9
EVT_VEHICLE_BACKLOG,车辆积压,Event,观光自行车与轿车碰撞,scene_expression,案例抽取自动补充:032_案例32_城市公园周边观光自行车占道碰撞事故_ab195cb0
EVT_VEHICLE_BACKLOG,车辆积压,Event,设备坠落伤人,scene_expression,案例抽取自动补充:050_城市垃圾清运车液压尾板故障坠落砸伤路人事故_a3c23fcc
EVT_VEHICLE_BACKLOG,车辆积压,Event,货物散落,scene_expression,案例抽取自动补充:044_案例44_高速货车拉运家具未固定散落事故_fafd00f0
EVT_VEHICLE_BACKLOG,车辆积压,Event,车流积压,scene_expression,国家交通应急预案+人工整理
EVT_VEHICLE_BACKLOG,车辆积压,Event,车辆侧滑,scene_expression,案例抽取自动补充:037_冰雪路面高速多车连环追尾事故_5979c3c4
EVT_VEHICLE_BACKLOG,车辆积压,Event,车辆侧滑碰撞,scene_expression,案例抽取自动补充:008_冰雪天气高速公路车辆侧滑碰撞事故_35ff869e
EVT_VEHICLE_BACKLOG,车辆积压,Event,车辆侧翻,scene_expression,案例抽取自动补充:002_城市高架匝道货车侧翻货物散落事故_dc8ba489
EVT_VEHICLE_BACKLOG,车辆积压,Event,车辆剐蹭,scene_expression,案例抽取自动补充:010_农机跨区作业车队国道剐蹭拥堵事故_f0265085
EVT_VEHICLE_BACKLOG,车辆积压,Event,车辆坠坑,scene_expression,案例抽取自动补充:012_城市地下综合管廊出入口施工车辆撞毁围挡坠坑事故_d332a374
EVT_VEHICLE_BACKLOG,车辆积压,Event,车辆失控,scene_expression,案例抽取自动补充:012_跨海大桥强台风车辆连环失控事故_ad834cbb
EVT_VEHICLE_BACKLOG,车辆积压,Event,车辆抛锚,scene_expression,案例抽取自动补充:019_城市快速路车辆抛锚引发拥堵事故_1458401e
EVT_VEHICLE_BACKLOG,车辆积压,Event,车辆涉水熄火,scene_expression,案例抽取自动补充:048_案例48_高速路暴雨天气车辆涉水熄火群困事故_33da7525
EVT_VEHICLE_BACKLOG,车辆积压,Event,车辆滞留,official_variant,国家交通应急预案+人工整理
EVT_VEHICLE_BACKLOG,车辆积压,Event,车辆碰撞,scene_expression,案例抽取自动补充:035_城市小区内车辆碰撞事故_6b5adc75
EVT_VEHICLE_BACKLOG,车辆积压,Event,车辆碰撞行人,scene_expression,案例抽取自动补充:015_城市小区门口车辆碰撞儿童事故_50ca750e
EVT_VEHICLE_BACKLOG,车辆积压,Event,车辆被困,scene_expression,案例抽取自动补充:015_乡村漫水桥洪水上涨车辆被困事故_ba2b1a48
EVT_VEHICLE_BACKLOG,车辆积压,Event,车辆起火,scene_expression,案例抽取自动补充:040_城市快速路车辆起火引燃周边车辆事故_0f178a4f
EVT_VEHICLE_BACKLOG,车辆积压,Event,车辆追尾,scene_expression,案例抽取自动补充:004_高速收费站车辆追尾引发火灾事故_1f1f3d01
EVT_VEHICLE_BACKLOG,车辆积压,Event,车辆陷沙,scene_expression,案例抽取自动补充:031_沙漠公路车辆陷沙致多车滞留事故_fec06b64
EVT_VEHICLE_BACKLOG,车辆积压,Event,轨道交通碰撞,scene_expression,案例抽取自动补充:002_城市有轨电车与私家车路口碰撞事故_0b6ebf40
EVT_VEHICLE_BACKLOG,车辆积压,Event,轨道交通车辆卡轨,scene_expression,案例抽取自动补充:015_城市有轨电车平交道口货车卡轨事故_a2b74e16
EVT_VEHICLE_BACKLOG,车辆积压,Event,追尾事故,scene_expression,案例抽取自动补充:009_农村出殡队列占道引发多车追尾事故_631152b6
EVT_VEHICLE_BACKLOG,车辆积压,Event,追尾碰撞,scene_expression,案例抽取自动补充:060_城市快速路夜间事故_0fd6ca79
EVT_VEHICLE_BACKLOG,车辆积压,Event,道路交通拥堵,scene_expression,案例抽取自动补充:034_城市应急避难场所周边疏散通道违停拥堵事故_5a706da2
EVT_VEHICLE_BACKLOG,车辆积压,Event,道路拥堵,scene_expression,案例抽取自动补充:034_城市应急避难场所周边疏散通道违停拥堵事故_5a706da2
EVT_VEHICLE_BACKLOG,车辆积压,Event,道路漫水,scene_expression,案例抽取自动补充:030_案例30_沿海公路涨潮海水漫路车辆被困事故_5c9abbf3
EVT_VEHICLE_BACKLOG,车辆积压,Event,高速追尾事故,scene_expression,案例抽取自动补充:041_高速多车追尾引发大火事故_161260cb
