source,source_temp_id,source_final_id,source_final_name,source_query_event_ids,relation,target,target_temp_id,target_final_id,target_final_name,target_query_event_ids,case_id,case_title,source_type,target_type,confidence,evidence,source_file,review_status
侧滑,TMP_ACTI_3FF83C87B9,MEA_CASE_D6C81BD9E5,侧滑,,REQUIRES,京哈高速沈阳段K586公里处,TMP_RESO_9BB4A7C589,RES_CASE_5386EF5B87,京哈高速沈阳段K586公里处,,056_冰雪路面高速多车连环追尾事故_5979c3c4,冰雪路面高速多车连环追尾事故,Action,Resource,0.7000,因夜间气温骤降，路面结冰湿滑，一辆小型轿车行驶中发生侧滑,交通应急处理案例3.txt,AUTO_MEDIUM
追尾,TMP_ACTI_95DBD16ACA,MEA_CASE_641D68DEBE,追尾,,REQUIRES,小型轿车,TMP_RESO_D9313A632C,RES_CASE_70407E27F9,小型轿车,,056_冰雪路面高速多车连环追尾事故_5979c3c4,冰雪路面高速多车连环追尾事故,Action,Resource,0.7000,一辆小型轿车行驶中发生侧滑，与前方8辆轿车、4辆货车发生连环追尾,交通应急处理案例3.txt,AUTO_MEDIUM
追尾,TMP_ACTI_95DBD16ACA,MEA_CASE_641D68DEBE,追尾,,REQUIRES,8辆轿车,TMP_RESO_BFE8AB568D,RES_CASE_8821337DF0,8辆轿车,,056_冰雪路面高速多车连环追尾事故_5979c3c4,冰雪路面高速多车连环追尾事故,Action,Resource,0.7000,一辆小型轿车行驶中发生侧滑，与前方8辆轿车、4辆货车发生连环追尾,交通应急处理案例3.txt,AUTO_MEDIUM
追尾,TMP_ACTI_95DBD16ACA,MEA_CASE_641D68DEBE,追尾,,REQUIRES,4辆货车,TMP_RESO_678747177F,RES_CASE_C2063949E3,4辆货车,,056_冰雪路面高速多车连环追尾事故_5979c3c4,冰雪路面高速多车连环追尾事故,Action,Resource,0.7000,一辆小型轿车行驶中发生侧滑，与前方8辆轿车、4辆货车发生连环追尾,交通应急处理案例3.txt,AUTO_MEDIUM
危化品运输车辆与火车碰撞,TMP_EVEN_3648FEE084,EVT_HAZMAT_ACCIDENT,危险货物运输事故,EVT_HAZMAT_ACCIDENT|EVT_HAZMAT_LEAK|EVT_TRAFFIC_ACCIDENT,TRIGGERS,碰撞,TMP_ACTI_4770170036,MEA_CASE_6B219E66DE,碰撞,,057_危化品运输车与火车碰撞事故_98cb0816,危化品运输车与火车碰撞事故,Event,Action,0.6200,发生碰撞,交通应急处理案例3.txt,AUTO_MEDIUM
泄漏,TMP_ACTI_644460837C,MEA_CASE_B04D39E895,泄漏,,REQUIRES,液化天然气,TMP_RESO_03C234A1A4,RES_CASE_D5B0647912,液化天然气,,057_危化品运输车与火车碰撞事故_98cb0816,危化品运输车与火车碰撞事故,Action,Resource,0.6200,液化天然气少量泄漏,交通应急处理案例3.txt,AUTO_MEDIUM
危化品运输车辆与火车碰撞,TMP_EVEN_3648FEE084,EVT_HAZMAT_ACCIDENT,危险货物运输事故,EVT_HAZMAT_ACCIDENT|EVT_HAZMAT_LEAK|EVT_TRAFFIC_ACCIDENT,TRIGGERS,泄漏,TMP_ACTI_644460837C,MEA_CASE_B04D39E895,泄漏,,057_危化品运输车与火车碰撞事故_98cb0816,危化品运输车与火车碰撞事故,Event,Action,0.6200,液化天然气少量泄漏,交通应急处理案例3.txt,AUTO_MEDIUM
危化品运输车辆与火车碰撞,TMP_EVEN_3648FEE084,EVT_HAZMAT_ACCIDENT,危险货物运输事故,EVT_HAZMAT_ACCIDENT|EVT_HAZMAT_LEAK|EVT_TRAFFIC_ACCIDENT,TRIGGERS,堵漏,TMP_ACTI_7E6D4DE031,MEA_CASE_39D13A1B81,堵漏,,057_危化品运输车与火车碰撞事故_98cb0816,危化品运输车与火车碰撞事故,Event,Action,0.6200,对泄漏点进行堵漏,交通应急处理案例3.txt,AUTO_MEDIUM
稀释,TMP_ACTI_5E7EED28BF,MEA_CASE_00EC36C353,稀释,,REQUIRES,液化天然气,TMP_RESO_03C234A1A4,RES_CASE_D5B0647912,液化天然气,,057_危化品运输车与火车碰撞事故_98cb0816,危化品运输车与火车碰撞事故,Action,Resource,0.6200,稀释泄漏的液化天然气,交通应急处理案例3.txt,AUTO_MEDIUM
危化品运输车辆与火车碰撞,TMP_EVEN_3648FEE084,EVT_HAZMAT_ACCIDENT,危险货物运输事故,EVT_HAZMAT_ACCIDENT|EVT_HAZMAT_LEAK|EVT_TRAFFIC_ACCIDENT,TRIGGERS,稀释,TMP_ACTI_5E7EED28BF,MEA_CASE_00EC36C353,稀释,,057_危化品运输车与火车碰撞事故_98cb0816,危化品运输车与火车碰撞事故,Event,Action,0.6200,稀释泄漏的液化天然气,交通应急处理案例3.txt,AUTO_MEDIUM
危化品运输车辆与火车碰撞,TMP_EVEN_3648FEE084,EVT_HAZMAT_ACCIDENT,危险货物运输事故,EVT_HAZMAT_ACCIDENT|EVT_HAZMAT_LEAK|EVT_TRAFFIC_ACCIDENT,TRIGGERS,清理,TMP_ACTI_09F022705E,MEA_CASE_F2C178773D,清理,,057_危化品运输车与火车碰撞事故_98cb0816,危化品运输车与火车碰撞事故,Event,Action,0.6200,清理铁路轨道,交通应急处理案例3.txt,AUTO_MEDIUM
危化品运输车辆与火车碰撞,TMP_EVEN_3648FEE084,EVT_HAZMAT_ACCIDENT,危险货物运输事故,EVT_HAZMAT_ACCIDENT|EVT_HAZMAT_LEAK|EVT_TRAFFIC_ACCIDENT,TRIGGERS,封闭,TMP_ACTI_9CCBB95286,MEA_CASE_99B1ABF38B,封闭,,057_危化品运输车与火车碰撞事故_98cb0816,危化品运输车与火车碰撞事故,Event,Action,0.6200,封闭公路事故路段,交通应急处理案例3.txt,AUTO_MEDIUM
拖拉机翻车,TMP_EVEN_087A08CD78,EVT_CASE_6E479B6FD4,拖拉机翻车,EVT_CASE_6E479B6FD4|EVT_ROAD_INTERRUPTION,TRIGGERS,违规载人,TMP_ACTI_FA8F375E6D,MEA_CASE_C84BF577DD,违规载人,,058_乡村道路拖拉机载人翻车事故_9fe7f07a,乡村道路拖拉机载人翻车事故,Event,Action,0.6200,一辆无牌拖拉机违规载人（载有6名村民）,交通应急处理案例3.txt,AUTO_MEDIUM
拖拉机翻车,TMP_EVEN_087A08CD78,EVT_CASE_6E479B6FD4,拖拉机翻车,EVT_CASE_6E479B6FD4|EVT_ROAD_INTERRUPTION,CAUSES,交通中断,TMP_EVEN_AAEDFE4F11,EVT_ROAD_INTERRUPTION,公路中断,EVT_ROAD_INTERRUPTION,058_乡村道路拖拉机载人翻车事故_9fe7f07a,乡村道路拖拉机载人翻车事故,Event,Event,0.6000,造成拖拉机驾驶员1人重伤、6名村民2人重伤、4人轻伤，拖拉机完全损坏，事故路段双向交通中断，周边村民出行受阻，拖拉机违规载人存在极大安全隐患，引发周边村民对交通安全的重视。,交通应急处理案例3.txt,AUTO_MEDIUM
车辆起火,TMP_EVEN_D97AD1BA40,EVT_LONG_TUNNEL_ACCIDENT,特长隧道安全事故,EVT_LONG_TUNNEL_ACCIDENT|EVT_TRAFFIC_ACCIDENT,TRIGGERS,电路短路,TMP_ACTI_D81F59355B,MEA_CASE_AD66F64BE8,电路短路,,059_城市快速路车辆起火引燃周边车辆事故_de1b4999,城市快速路车辆起火引燃周边车辆事故,Event,Action,0.6200,因电路短路引发起火,交通应急处理案例3.txt,AUTO_MEDIUM
追尾碰撞,TMP_EVEN_D5DBC43A91,EVT_CASE_40909F589C,追尾碰撞,EVT_CASE_40909F589C|EVT_VEHICLE_BACKLOG|EVT_TRAFFIC_ACCIDENT,TRIGGERS,疲劳驾驶,TMP_ACTI_2DA7C906E0,MEA_CASE_A6CD658948,驾驶员疲劳驾驶,,060_城市快速路夜间事故_0fd6ca79,城市快速路夜间事故,Event,Action,0.7000,某城市快速路夜间路段，一辆大型货车因驾驶员疲劳驾驶，与前方一辆小型轿车发生追尾碰撞,交通应急处理案例3.txt,AUTO_MEDIUM
